IK0809,34.6400,0.0086
IK0810,54.6700,0.0135
IK0811,10.7400,0.0027
IK0812,18.4000,0.0045
IK0813,47.6900,0.0118
IK0814,,0.0000
IK0815,264.4700,0.0654
IK0816,206.9000,0.0511
IK0817,197.1900,0.0487
IK0818,218.8700,0.0541
IK0819,90.1100,0.0223
IK0820,19.0400,0.0047
IK0821,31.6500,0.0078
IK0822,38.1200,0.0094
IK0823,100.1400,0.0247
IK0824,97.3300,0.0241
IK0825,91.3200,0.0226
IK0826,277.4500,0.0686
IK0827,233.1900,0.0576
IK0828,65.8900,0.0163
IK0829,56.6700,0.0140
IK0830,40.2400,0.0099
IK0831,92.4000,0.0228
IK0832,54.1800,0.0134
IK0833,,0.0000
IK0834,7.5300,0.0019
IK0835,7.6200,0.0019
IK0836,5.7800,0.0014
IK0837,9.5700,0.0024
IK0838,13.4600,0.0033
IK0839,10.0900,0.0025
IK0840,5.9300,0.0015
IK0841,16.4900,0.0041
IK0842,167.1900,0.0413
IK0843,40.8500,0.0101
IK0844,30.1200,0.0074
IK0845,33.4700,0.0083
IK0846,51.9500,0.0128
IK0847,45.2500,0.0112
IK0848,41.6400,0.0103
IK0849,40.7600,0.0101
IK0850,29.1300,0.0072
IK0851,26.2500,0.0065
IK0852,20.8100,0.0051
IK0853,40.3100,0.0100
IK0854,15.6300,0.0039
IK0855,14.2500,0.0035
IK0856,97.0900,0.0240
IK0857,165.2500,0.0408
IK0858,31.2500,0.0077
IK0859,40.4200,0.0100
IK0860,42.6800,0.0105
IK0861,28.9400,0.0072
IK0862,70.0000,0.0173
IK0863,11.3400,0.0028
IK0864,8.2600,0.0020
IK0865,37.4400,0.0093
IK0866,17.0200,0.0042
IK0867,6.0900,0.0015
IK0868,,0.0000
IK0869,,0.0000
IK0870,,0.0000
IK0871,,0.0000
IK0872,,0.0000
IK0873,,0.0000
IK0874,,0.0000
IK0875,,0.0000
IK0876,1394.3500,0.3446
IK0877,39.8900,0.0099
IK0878,40.5900,0.0100
IK0879,64.5800,0.0160
IK0880,202.2800,0.0500
IK0881,342.5600,0.0846
IK0882,91.8900,0.0227
IK0883,71.9400,0.0178
IK0884,132.9700,0.0329
IK0885,25.2800,0.0062
IK0886,100.5600,0.0248
IK0887,22.1300,0.0055
IK0888,16.7800,0.0041
IK0889,20.3000,0.0050
IK0890,45.8000,0.0113
IK0891,69.6600,0.0172
IK0892,29.4100,0.0073
IK0893,74.1500,0.0183
IK0894,50.0900,0.0124
IK0895,42.7700,0.0106
IK0896,15.4200,0.0038
IK0897,24.7200,0.0061
IK0898,78.7400,0.0195
IK0899,16.3900,0.0041
IK0900,14.6200,0.0036
IK0901,179.5200,0.0444
IK0902,151.1700,0.0374
IK0903,33.5700,0.0083
IK0904,98.4800,0.0243
IK0905,86.7300,0.0214
IK0906,172.7800,0.0427
IK0907,160.4400,0.0396
IK0908,33.4200,0.0083
IK0909,134.4600,0.0332
IK0910,89.2200,0.0220
IK0911,169.4300,0.0419
IK0912,56.5600,0.0140
IK0913,73.2200,0.0181
IK0914,46.8700,0.0116
IK0915,33.0600,0.0082
IK0916,56.2400,0.0139
IK0917,16.6400,0.0041
IK0918,27.5000,0.0068
IK0919,25.2800,0.0062
IK0920,22.6800,0.0056
IK0921,31.2900,0.0077
IK0922,37.6900,0.0093
IK0923,71.5800,0.0177
IK0924,55.4900,0.0137
IK0925,69.3300,0.0171
IK0926,21.4000,0.0053
IK0927,473.5500,0.1170
IK0928,33.0700,0.0082
IK0929,257.0400,0.0635
IK0930,136.4300,0.0337
IK0931,454.0200,0.1122
IK0932,75.2800,0.0186
IK0933,324.8300,0.0803
IK0934,46.0700,0.0114
IK0935,18.0600,0.0045
IK0936,45.5800,0.0113
IK0937,31.4300,0.0078
IK0938,58.0400,0.0143
